"","town","K12_SCHOOL_NAME","K12_DISTRICT_NUMBER","K12_GRAD_SCHOOL_YEAR","PSI_AGE","PSI_GENDER","PSI_CIP_2DIGIT_DESCRIPTION","to_psi","count","latitude","longitude"
"3477","Smithers","Bulkley Valley Learning Centre","054","2013-2014","17","M","Visual and performing arts","DOUG","1",54.7791,-127.1782
"3478","Smithers","Bulkley Valley Learning Centre","054","2011-2012","(blank)","(blank)","(blank)","no_transfer_yet","4",54.7791,-127.1782
"3479","Smithers","Bulkley Valley Learning Centre","054","2009-2010","22","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3480","Smithers","Bulkley Valley Learning Centre","054","2013-2014","18","F","(blank)","NWCC","1",54.7791,-127.1782
"3481","Smithers","Bulkley Valley Learning Centre","054","2008-2009","(blank)","(blank)","(blank)","no_transfer_yet","1",54.7791,-127.1782
"3482","Smithers","Bulkley Valley Learning Centre","054","2009-2010","(blank)","(blank)","(blank)","no_transfer_yet","4",54.7791,-127.1782
"3483","Smithers","Bulkley Valley Learning Centre","054","2013-2014","18","M","Education","NWCC","1",54.7791,-127.1782
"3484","Smithers","Smithers Secondary","054","2010-2011","17","F","Health-related knowledge and skills (not for credit)","NWCC","2",54.7791,-127.1782
"3485","Smithers","Smithers Secondary","054","2012-2013","20","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3486","Smithers","Smithers Secondary","054","2013-2014","18","F","Psychology","UVIC","2",54.7791,-127.1782
"3487","Smithers","Smithers Secondary","054","2013-2014","18","F","Liberal arts and sciences, general studies and humanities","UBCV","1",54.7791,-127.1782
"3488","Smithers","Smithers Secondary","054","2009-2010","20","F","Communication, journalism and related programs","OKAN","1",54.7791,-127.1782
"3489","Smithers","Smithers Secondary","054","2009-2010","20","M","Personal and culinary services","OKAN","1",54.7791,-127.1782
"3490","Smithers","Smithers Secondary","054","2004-2005","17","M","Precision production","BCIT","1",54.7791,-127.1782
"3491","Smithers","Smithers Secondary","054","2005-2006","19","M","Engineering technologies and engineering-related fields","BCIT","1",54.7791,-127.1782
"3492","Smithers","Smithers Secondary","054","2009-2010","15","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3493","Smithers","Smithers Secondary","054","2011-2012","20","M","Construction trades","OKAN","1",54.7791,-127.1782
"3494","Smithers","Smithers Secondary","054","2007-2008","24","M","Construction trades","NLC","1",54.7791,-127.1782
"3495","Smithers","Smithers Secondary","054","2008-2009","23","M","(blank)","UBCV","1",54.7791,-127.1782
"3496","Smithers","Smithers Secondary","054","2004-2005","20","M","Engineering technologies and engineering-related fields","BCIT","1",54.7791,-127.1782
"3497","Smithers","Smithers Secondary","054","2010-2011","18","F","Psychology","UVIC","1",54.7791,-127.1782
"3498","Smithers","Smithers Secondary","054","2012-2013","18","M","Health professions and related programs","JIBC","1",54.7791,-127.1782
"3499","Smithers","Smithers Secondary","054","2010-2011","18","M","Business, management, marketing and related support services","UBCO","1",54.7791,-127.1782
"3500","Smithers","Smithers Secondary","054","2008-2009","21","M","Basic skills (not for credit)","NWCC","1",54.7791,-127.1782
"3501","Smithers","Smithers Secondary","054","2004-2005","22","F","Parks, recreation, leisure and fitness studies","NWCC","1",54.7791,-127.1782
"3502","Smithers","Smithers Secondary","054","2012-2013","18","F","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3503","Smithers","Smithers Secondary","054","2010-2011","19","M","Construction trades","CNC","1",54.7791,-127.1782
"3504","Smithers","Smithers Secondary","054","2005-2006","19","M","Liberal arts and sciences, general studies and humanities","UVIC","1",54.7791,-127.1782
"3505","Smithers","Smithers Secondary","054","2006-2007","17","M","Social sciences","UVIC","1",54.7791,-127.1782
"3506","Smithers","Smithers Secondary","054","2012-2013","17","F","Engineering technologies and engineering-related fields","TRU","1",54.7791,-127.1782
"3507","Smithers","Smithers Secondary","054","2006-2007","18","F","Social sciences","UVIC","1",54.7791,-127.1782
"3508","Smithers","Smithers Secondary","054","2012-2013","18","M","Parks, recreation, leisure and fitness studies","NWCC","3",54.7791,-127.1782
"3509","Smithers","Smithers Secondary","054","2009-2010","18","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3510","Smithers","Smithers Secondary","054","2012-2013","18","M","Transportation and materials moving","NWCC","1",54.7791,-127.1782
"3511","Smithers","Smithers Secondary","054","2011-2012","19","F","Liberal arts and sciences, general studies and humanities","CNC","1",54.7791,-127.1782
"3512","Smithers","Smithers Secondary","054","2009-2010","18","M","Personal and culinary services","NWCC","1",54.7791,-127.1782
"3513","Smithers","Smithers Secondary","054","2011-2012","18","F","Multidisciplinary/interdisciplinary studies","NWCC","1",54.7791,-127.1782
"3514","Smithers","Smithers Secondary","054","2007-2008","18","F","Biological and biomedical sciences","UVIC","1",54.7791,-127.1782
"3515","Smithers","Smithers Secondary","054","2007-2008","18","F","Physical sciences","UVIC","2",54.7791,-127.1782
"3516","Smithers","Smithers Secondary","054","2007-2008","18","M","Biological and biomedical sciences","UVIC","1",54.7791,-127.1782
"3517","Smithers","Smithers Secondary","054","2005-2006","19","F","High school/secondary diploma and certificate programs","NWCC","1",54.7791,-127.1782
"3518","Smithers","Smithers Secondary","054","2005-2006","19","F","Liberal arts and sciences, general studies and humanities","NWCC","1",54.7791,-127.1782
"3519","Smithers","Smithers Secondary","054","2007-2008","18","M","Liberal arts and sciences, general studies and humanities","UVIC","1",54.7791,-127.1782
"3520","Smithers","Smithers Secondary","054","2006-2007","20","F","Engineering technologies and engineering-related fields","NWCC","2",54.7791,-127.1782
"3521","Smithers","Smithers Secondary","054","2004-2005","18","F","Business, management, marketing and related support services","TRU","1",54.7791,-127.1782
"3522","Smithers","Smithers Secondary","054","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","TRU","1",54.7791,-127.1782
"3523","Smithers","Smithers Secondary","054","2005-2006","18","F","Liberal arts and sciences, general studies and humanities","OKAN","1",54.7791,-127.1782
"3524","Smithers","Smithers Secondary","054","2005-2006","18","M","Construction trades","OKAN","1",54.7791,-127.1782
"3525","Smithers","Smithers Secondary","054","2004-2005","19","M","Health-related knowledge and skills (not for credit)","NLC","1",54.7791,-127.1782
"3526","Smithers","Smithers Secondary","054","2008-2009","18","M","Mathematics and statistics","UVIC","1",54.7791,-127.1782
"3527","Smithers","Smithers Secondary","054","2004-2005","20","M","Visual and performing arts","VIU","1",54.7791,-127.1782
"3528","Smithers","Smithers Secondary","054","2004-2005","22","M","Mechanic and repair technologies/technicians","VIU","1",54.7791,-127.1782
"3529","Smithers","Smithers Secondary","054","2007-2008","24","F","Mechanic and repair technologies/technicians","CNC","1",54.7791,-127.1782
"3530","Smithers","Smithers Secondary","054","2005-2006","19","M","Construction trades","VIU","1",54.7791,-127.1782
"3531","Smithers","Smithers Secondary","054","2004-2005","18","F","Liberal arts and sciences, general studies and humanities","SFU","1",54.7791,-127.1782
"3532","Smithers","Smithers Secondary","054","2008-2009","17","F","Liberal arts and sciences, general studies and humanities","SFU","1",54.7791,-127.1782
"3533","Smithers","Smithers Secondary","054","2007-2008","18","M","Multidisciplinary/interdisciplinary studies","TRU","1",54.7791,-127.1782
"3534","Smithers","Smithers Secondary","054","2008-2009","18","F","Visual and performing arts","UVIC","1",54.7791,-127.1782
"3535","Smithers","Smithers Secondary","054","2007-2008","20","M","Engineering technologies and engineering-related fields","NWCC","1",54.7791,-127.1782
"3536","Smithers","Smithers Secondary","054","2009-2010","18","F","Multidisciplinary/interdisciplinary studies","TRU","1",54.7791,-127.1782
"3537","Smithers","Smithers Secondary","054","2006-2007","18","M","Mechanic and repair technologies/technicians","TRU","2",54.7791,-127.1782
"3538","Smithers","Smithers Secondary","054","2004-2005","18","M","Liberal arts and sciences, general studies and humanities","CNC","1",54.7791,-127.1782
"3539","Smithers","Smithers Secondary","054","2009-2010","18","M","Liberal arts and sciences, general studies and humanities","CAM","1",54.7791,-127.1782
"3540","Smithers","Smithers Secondary","054","2006-2007","21","M","Health professions and related programs","TRU","1",54.7791,-127.1782
"3541","Smithers","Smithers Secondary","054","2010-2011","18","F","Parks, recreation, leisure and fitness studies","CAM","1",54.7791,-127.1782
"3542","Smithers","Smithers Secondary","054","2012-2013","18","F","Multidisciplinary/interdisciplinary studies","UNBC","3",54.7791,-127.1782
"3543","Smithers","Smithers Secondary","054","2006-2007","21","F","High school/secondary diploma and certificate programs","UFV","1",54.7791,-127.1782
"3544","Smithers","Smithers Secondary","054","2008-2009","19","M","Health professions and related programs","NWCC","1",54.7791,-127.1782
"3545","Smithers","Smithers Secondary","054","2007-2008","18","M","Construction trades","TRU","1",54.7791,-127.1782
"3546","Smithers","Smithers Secondary","054","2008-2009","19","F","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3547","Smithers","Smithers Secondary","054","2012-2013","17","F","Social sciences","UVIC","1",54.7791,-127.1782
"3548","Smithers","Smithers Secondary","054","2006-2007","18","M","Social sciences","UVIC","1",54.7791,-127.1782
"3549","Smithers","Smithers Secondary","054","2012-2013","18","M","Precision production","NWCC","1",54.7791,-127.1782
"3550","Smithers","Smithers Secondary","054","2011-2012","18","M","High school/secondary diploma and certificate programs","CNC","1",54.7791,-127.1782
"3551","Smithers","Smithers Secondary","054","2006-2007","18","M","Education","NWCC","1",54.7791,-127.1782
"3552","Smithers","Smithers Secondary","054","2006-2007","18","M","Health professions and related programs","NWCC","5",54.7791,-127.1782
"3553","Smithers","Smithers Secondary","054","2005-2006","18","F","Liberal arts and sciences, general studies and humanities","NWCC","3",54.7791,-127.1782
"3554","Smithers","Smithers Secondary","054","2011-2012","18","F","Parks, recreation, leisure and fitness studies","NWCC","1",54.7791,-127.1782
"3555","Smithers","Smithers Secondary","054","2011-2012","18","F","Personal and culinary services","NWCC","3",54.7791,-127.1782
"3556","Smithers","Smithers Secondary","054","2006-2007","18","F","Multidisciplinary/interdisciplinary studies","UNBC","1",54.7791,-127.1782
"3557","Smithers","Smithers Secondary","054","2011-2012","18","M","Education","NWCC","1",54.7791,-127.1782
"3558","Smithers","Smithers Secondary","054","2011-2012","18","M","Health-related knowledge and skills (not for credit)","NWCC","1",54.7791,-127.1782
"3559","Smithers","Smithers Secondary","054","2007-2008","18","M","Liberal arts and sciences, general studies and humanities","UNBC","1",54.7791,-127.1782
"3560","Smithers","Smithers Secondary","054","2007-2008","20","M","Precision production","CAM","1",54.7791,-127.1782
"3561","Smithers","Smithers Secondary","054","2007-2008","22","M","Construction trades","CAM","1",54.7791,-127.1782
"3562","Smithers","Smithers Secondary","054","2007-2008","23","M","Construction trades","CAM","1",54.7791,-127.1782
"3563","Smithers","Smithers Secondary","054","2006-2007","21","F","Engineering technologies and engineering-related fields","NWCC","1",54.7791,-127.1782
"3564","Smithers","Smithers Secondary","054","2006-2007","21","M","Basic skills (not for credit)","NWCC","1",54.7791,-127.1782
"3565","Smithers","Bulkley Valley Learning Centre","054","2008-2009","21","M","Precision production","TRU","1",54.7791,-127.1782
"3566","Smithers","Smithers Secondary","054","2004-2005","21","M","Liberal arts and sciences, general studies and humanities","UBCO","1",54.7791,-127.1782
"3567","Smithers","Smithers Secondary","054","2013-2014","18","F","History","UNBC","2",54.7791,-127.1782
"3568","Smithers","Smithers Secondary","054","2004-2005","22","M","Transportation and materials moving","NLC","1",54.7791,-127.1782
"3569","Smithers","Smithers Secondary","054","2005-2006","18","M","Construction trades","VIU","1",54.7791,-127.1782
"3570","Smithers","Smithers Secondary","054","2005-2006","21","F","Business, management, marketing and related support services","NWCC","2",54.7791,-127.1782
